Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Faith KIPYEGON,1626.6574770333384,23,2016,KEN,10-Jan-94
Genzebe DIBABA,1596.8148916667194,20,2016,ETH,8-Feb-91
Laura MUIR,1588.7469405904747,17,2016,GBR,9-May-93
Sifan HASSAN,1574.2591884113344,22,2016,ETH,1-Jan-93
Shannon ROWBURY,1568.0583105237597,35,2016,USA,19-Sep-84
Jenny SIMPSON,1559.768468848758,37,2016,USA,23-Aug-86
Dawit SEYAUM,1537.3329453323117,17,2016,ETH,27-Jul-96
Abeba AREGAWI,1533.7707358872672,33,2015,ETH,5-Jul-90
Meraf BAHTA,1522.6034677614416,9,2016,SWE,24-Jun-89
Hellen OBIRI,1521.904792143181,26,2016,KEN,13-Dec-89
Besu SADO,1514.6987038514972,10,2016,ETH,12-Jan-96
Mercy CHERONO,1514.4290386154416,4,2015,KEN,7-May-91
Angelika CICHOCKA,1513.0687668972064,8,2016,POL,15-Mar-88
Tatyana TOMASHOVA,1507.7939423665107,6,2015,RUS,1-Jul-75
Linden HALL,1506.0572769400105,4,2016,AUS,20-Jun-91
Maryam Yusuf JAMAL,1504.3410279175346,23,2014,BRN,16-Sep-84
Laura WEIGHTMAN,1503.298875342858,26,2016,GBR,1-Jul-91
Nancy Jebet LANGAT,1503.1859582682453,21,2013,KEN,22-Aug-81
Viola Jelagat KIBIWOT,1502.9260432540577,21,2015,KEN,22-Dec-83
Anna MISHCHENKO,1502.6025999762937,8,2012,UKR,25-Aug-83
Kenia SINCLAIR,1502.2469269427884,1,2011,JAM,14-Jul-80
Anna WILLARD,1502.121170097951,8,2012,USA,31-Mar-84
Kate VAN BUSKIRK,1501.723556063896,2,2013,CAN,9-Jun-87
Kalkidan GEZAHEGNE,1501.526829270122,8,2011,ETH,8-May-91
Violah CHEPTOO,1501.2931556935087,6,2016,KEN,1-Mar-89
Mariem ALAOUI SELSOULI,1501.262855963302,1,2011,MAR,8-Apr-84
Katie MACKEY,1500.6369127786033,4,2015,USA,12-Nov-87
Meseret DEFAR,1500.5924905437228,1,2010,ETH,19-Nov-83
Ibtissam LAKHOUAD,1500.5740629526144,17,2013,MAR,7-Dec-80
Lisa DOBRISKEY,1500.4962129827254,17,2013,GBR,23-Dec-83
Gelete BURKA,1500.3130184408951,12,2013,ETH,23-Jan-86
Helen CLITHEROE,1500.1182698571567,2,2011,GBR,2-Jan-74
Ann Karindi MWANGI,1499.8851117407069,1,2010,KEN,8-Dec-88
Lucia HRIVNÁK,1499.7803972575093,5,2012,SVK,20-Nov-83
René KALMER,1499.7474063382724,1,2010,RSA,3-Nov-80
Erin DONOHUE,1499.7206707920188,3,2011,USA,8-May-83
Brianna FELNAGLE,1499.7088345605484,1,2011,USA,9-Dec-86
Shalane FLANAGAN,1499.6651272329404,2,2011,USA,8-Jul-81
Sally KIPYEGO,1499.6455907822256,1,2011,KEN,19-Dec-85
Morag MACLARTY,1499.6230136046513,1,2010,GBR,10-Feb-86
Kate GRACE,1499.5993279892411,1,2013,USA,24-Oct-88
Molly HUDDLE,1499.578521787208,1,2011,USA,31-Aug-84
Lindsey GALLO,1499.5414309886276,1,2010,USA,29-Nov-81
Konstanze KLOSTERHALFEN,1499.530907873623,2,2016,GER,18-Feb-97
Charlotte BROWNING,1499.5296583047368,1,2010,GBR,8-Oct-87
Charlotte SCHÖNBECK,1499.5201476632565,1,2010,SWE,22-Dec-84
Fanjanteino FELIX,1499.5172481666464,2,2011,FRA,26-Jan-80
Nuria FERNÁNDEZ,1499.5116844718877,6,2012,ESP,16-Aug-76
Lidia CHOJECKA,1499.5011085976794,1,2011,POL,25-Jan-77
Heidi DAHL,1499.4945523617218,1,2010,USA,15-Feb-86
Malindi ELMORE,1499.4000862196503,2,2011,CAN,13-Mar-80
Stevie STOCKTON,1499.3697368785738,1,2011,GBR,23-Aug-89
Stacey SMITH,1499.287042431884,3,2011,GBR,24-Feb-90
Caster SEMENYA,1499.2164006360035,1,2011,RSA,7-Jan-91
Genzeb SHUMI,1499.2049834589222,3,2012,BRN,29-Jan-91
Thandiwe NYATHI,1499.2037910118502,1,2011,ZIM,26-May-92
Hilary STELLINGWERFF,1499.1514713303955,10,2016,CAN,7-Aug-81
Sinimole PAULOSE,1499.146772643357,1,2012,IND,24-Jun-83
Abbey MCGHEE,1499.1403676542745,1,2011,GBR,2-Mar-90
Fei XUE,1499.0031324084391,1,2012,CHN,8-Aug-89
Elizabeth MALOY,1498.9848243867564,1,2012,USA,10-Aug-85
Janet ACHOLA,1498.9392056821953,1,2012,UGA,26-Jun-88
Amanda ECCLESTON,1498.905488732891,1,2016,USA,18-Jun-90
Sara HALL,1498.898500415178,2,2011,USA,15-Apr-83
Lucy OLIVER,1498.84126100069,2,2012,NZL,18-Nov-88
Hind DEHIBA CHAHYD,1498.837151338586,5,2012,FRA,17-Mar-79
Christin WURTH-THOMAS,1498.8201292647236,9,2011,USA,11-Jul-80
Yelena KOROBKINA,1498.7560201695246,3,2013,RUS,25-Nov-90
Meskerem ASSEFA,1498.7478244437411,6,2012,ETH,3-Oct-91
Tereza ČAPKOVÁ,1498.7425447895669,1,2012,CZE,24-Jul-87
Viktoria TEGENFELDT,1498.7310251441918,1,2012,SWE,27-Sep-87
Sofia ENNAOUI,1498.647294365764,10,2016,POL,30-Aug-95
Marina MUNĆAN,1498.618577574761,2,2012,SRB,6-Nov-82
Josephine MOULTRIE,1498.5461846182302,1,2013,GBR,19-Nov-90
Federica DEL BUONO,1498.5278994922373,1,2014,ITA,12-Dec-94
Senbere TEFERI,1498.420692051635,5,2015,ETH,3-May-95
Yelena SOBOLEVA,1498.3196802518082,3,2013,RUS,3-Oct-82
Emma JACKSON,1498.2942982207742,1,2013,GBR,7-Jun-88
Gabriele GRUNEWALD,1498.0679301948296,12,2015,USA,25-Jun-86
Janeth JEPKOSGEI,1498.044137704916,6,2013,KEN,13-Dec-83
Gudaf TSEGAY,1497.9635150394179,12,2016,ETH,23-Jan-97
Lea WALLACE,1497.9285696877496,2,2013,USA,19-Dec-88
Yekaterina POISTOGOVA,1497.9260194318372,1,2013,RUS,1-Mar-91
Gabriela STAFFORD,1497.897810397631,1,2016,CAN,13-Sep-95
Kaila MCKNIGHT,1497.8907374260402,7,2012,AUS,5-May-86
Rachel SCHNEIDER,1497.8839703885283,1,2015,USA,18-Jul-91
Cory Ann MCGEE,1497.8574130930836,1,2013,USA,29-May-92
Eilish MCCOLGAN,1497.8439666935556,1,2016,GBR,25-Nov-90
Chancel ILUNGA SANKURU,1497.7509866841137,1,2012,COD,28-Dec-95
Natalia RODRÍGUEZ,1497.7480901373929,9,2013,ESP,2-Jun-79
Rosibel GARCÍA,1497.5737000610206,1,2013,COL,13-Feb-81
Shelby HOULIHAN,1497.5649863754716,1,2016,USA,8-Feb-93
Irene JELAGAT,1497.487657376978,7,2015,KEN,10-Dec-88
Ioana Raluca DOAGĂ,1497.4702245499802,1,2013,ROU,5-Apr-92
Gesa Felicitas KRAUSE,1497.436453339034,1,2016,GER,3-Aug-92
Fang LIU,1497.3704771928446,1,2014,CHN,25-Feb-90
Almenesh BELETE,1497.305215214229,2,2013,ETH,26-Jul-89
Malika AKKAOUI,1497.269625971241,8,2016,MAR,25-Dec-87
Sonja ROMAN,1497.2203364550264,3,2013,SLO,11-Mar-79
Susan KRUMINS,1497.185747213431,5,2013,NED,8-Jul-86
Tizita BOGALE,1497.0606043635053,3,2013,ETH,13-Jul-93
Corinna HARRER,1496.8339788047642,5,2013,GER,19-Jan-91
Selah BUSIENEI,1496.7564767851723,1,2015,KEN,27-Dec-91
Gladis Nataly LANDAVERDE,1496.6963894954583,2,2012,ESA,1-Mar-90
Elise CRANNY,1496.6064944662294,1,2014,USA,9-May-96
Hannah ENGLAND,1496.3167088592986,22,2015,GBR,6-Mar-87
Emma COBURN,1496.217709344507,1,2015,USA,19-Oct-90
Winny CHEBET,1495.9821470866323,1,2016,KEN,20-Dec-90
Isabel MACÍAS,1495.9592776401678,4,2013,ESP,11-Aug-84
Eunice Jepkoech SUM,1495.9322890620344,8,2014,KEN,10-Apr-88
Mary CAIN,1495.5574608202337,5,2015,USA,3-May-96
Tuǧba KOYUNCU,1495.3540928710063,5,2013,TUR,16-Feb-91
Kerri GALLAGHER,1494.684330867878,3,2015,USA,31-May-89
Ciara MAGEEAN,1494.4881027903639,3,2016,IRL,12-Mar-92
Sheila REID,1494.3336814893348,5,2016,CAN,2-Aug-89
Mary KURIA,1494.125428124637,4,2016,KEN,29-Nov-87
Kristina UGAROVA,1493.9147781600095,1,2015,RUS,22-Oct-87
Stephanie BROWN,1493.7719996250798,1,2015,USA,4-Mar-91
Heidi SEE,1493.7237342623505,1,2015,AUS,9-Aug-89
Xiaoqian ZHENG,1493.5619883528607,1,2016,CHN,15-Aug-96
Heather KAMPF,1493.5233125758891,2,2015,USA,19-Jan-87
Danuta URBANIK,1493.462874237613,2,2016,POL,24-Dec-89
Mimi BELETE,1493.3190754769325,24,2015,BRN,9-Jun-88
Jessica JUDD,1492.668935218706,2,2015,GBR,7-Jan-95
Diana SUJEW,1492.1939832569583,6,2016,GER,2-Nov-90
Amna BAKHIT,1491.454495497048,1,2015,SUD,14-Nov-90
Jenny BLUNDELL,1491.3319907168298,3,2016,AUS,9-May-94
Melissa DUNCAN,1491.3255640497782,2,2015,AUS,30-Jan-90
Jing ZHAO,1490.9980612438958,3,2016,CHN,9-Jul-88
Tigist GASHAW,1490.8577880780194,1,2016,BRN,25-Dec-96
Nicole SIFUENTES,1490.7710847712478,12,2016,CAN,30-Jun-86
Anna SHCHAGINA,1490.5460080534313,4,2015,RUS,7-Dec-91
Morgan UCENY,1489.7410029686557,27,2016,USA,10-Mar-85
Brenda MARTINEZ,1489.5540612702025,10,2016,USA,8-Sep-87
Luiza GEGA,1489.511300667118,7,2015,ALB,5-Nov-88
Lauren JOHNSON,1489.2184641804015,4,2016,USA,4-May-87
Sarah BROWN,1488.8357087204422,8,2015,USA,15-Oct-86
Marta PEN FREITAS,1488.7280024094584,1,2016,POR,31-Jul-93
Maureen KOSTER,1488.2994251815633,11,2016,NED,3-Jul-92
Rababe ARAFI,1488.0902212072797,15,2016,MAR,12-Jan-91
Kadra MOHAMED DEMBIL,1487.805023589857,1,2016,DJI,22-Apr-97
Alexa EFRAIMSON,1487.3715026454925,3,2016,USA,20-Feb-97
Margherita MAGNANI,1487.0844710632261,5,2016,ITA,26-Feb-87
Bhattrai SARASWATI,1486.9661415983567,1,2016,NEP,8-Mar-94
Eliane SAHOLINIRINA,1486.8462870822232,3,2015,MAD,20-Mar-82
Muriel CONEO PAREDES,1485.8637379967472,3,2016,COL,15-Mar-87
Stephanie TWELL,1485.2419984941641,11,2016,GBR,17-Aug-89
Siham HILALI,1484.877378350886,25,2016,MAR,2-May-86
Treniere MOSER,1484.6441048227912,16,2016,USA,27-Oct-81
Celma BONFIM,1483.5065710335834,1,2016,STP,23-Dec-77
Anjelina Nadai LOHALITH,1483.306441769084,1,2016,ART,1993
Nancy CHEPKWEMOI,1483.2030053712183,4,2016,KEN,8-Oct-93
Amela TERZIĆ,1483.15314340528,6,2016,SRB,2-Jan-93
Nelia MARTINS,1483.101064071076,1,2016,TLS,9-Jul-98
Axumawit EMBAYE,1482.4299038753593,9,2016,ETH,18-Oct-94
Nikki HAMBLIN,1481.6465236060087,4,2016,NZL,20-May-88
Florina PIERDEVARA,1481.1483360391242,2,2016,ROU,29-Mar-90
Ingvill MÅKESTAD BOVIM,1480.9778425540144,18,2016,NOR,7-Aug-81
Betlhem DESALEGN,1479.8772318303404,7,2016,UAE,13-Nov-91
Renata PLIŚ,1477.2124967685309,24,2016,POL,5-Feb-85
Zoe BUCKMAN,1475.7121500056448,19,2016,AUS,21-Dec-88
